,X,collisions
135,1350,"[0.36744515932924665, 0.36161558196057253, 0.3540942090157015, 0.3592708245421555, 0.3660985487681404, 0.36749092750443074, 0.3579240506329114, 0.36156923648272254, 0.37426574843022076, 0.35468238154739795, 0.36832779249708897, 0.3782958036528139, 0.36084893714015565, 0.3727260454284654, 0.3638589204612605, 0.3793726059297008, 0.3506826658565811, 0.361438261397766, 0.36966608736733764, 0.3688279680615811]"
136,1360,"[0.3853204859656473, 0.3589911178146472, 0.38686987104337633, 0.3639806297022403, 0.36036473960341275, 0.37885691312941805, 0.37817097282262657, 0.37217094131640227, 0.3677532891980223, 0.3760639367334629, 0.3705261394101877, 0.37281149999162294, 0.3720302918607379, 0.37444941298631695, 0.3675684730714465, 0.37507750573961424, 0.3735696694533331, 0.36988389820569956, 0.3641025641025641, 0.3686476886215505]"
137,1370,"[0.3753097094966493, 0.3833283438113295, 0.3561256405137419, 0.37154406627407927, 0.37954273162939295, 0.37170806368430687, 0.37460085151676425, 0.36361519526312286, 0.37745513811970927, 0.3651319072490768, 0.37966152463681296, 0.37151790317484074, 0.3606388288138413, 0.3877717346107147, 0.3679317456093667, 0.37253891179992016, 0.38175102326045723, 0.36796767166115113, 0.3641824323200053, 0.35994612033126017]"
138,1380,"[0.3543180917140214, 0.37981142357040243, 0.3805670690423898, 0.357921511627907, 0.3640567455533352, 0.3820922132162372, 0.3710553693214657, 0.36891648638382907, 0.36168210411610285, 0.37473576430175715, 0.3610175647120972, 0.36387655014118464, 0.3646435293729155, 0.38108527643833806, 0.38344809365763444, 0.3660288266274827, 0.3806497408300043, 0.35114390412993957, 0.3580783141484038, 0.3760589196954935]"
139,1390,"[0.38703542797186746, 0.3893770491803279, 0.3820381267723376, 0.384369519251258, 0.37857950726965756, 0.36204776814255035, 0.3698834483549989, 0.3784763216581398, 0.3900463911610904, 0.37263903462749215, 0.3769612906399095, 0.3836240818467996, 0.36481988555313255, 0.37765791760250506, 0.37277912541795055, 0.36113980292820486, 0.36098128925402995, 0.3721315237345922, 0.363369518874422, 0.36489876219362244]"
140,1400,"[0.3908218063466233, 0.3672725497534701, 0.3629483757567867, 0.3672237319577563, 0.36371180318266133, 0.3679242212167573, 0.377365860009439, 0.39071144958666926, 0.37857235857040555, 0.38574358640447975, 0.38139746950871994, 0.3671858470452289, 0.36232402961998533, 0.3783704572098476, 0.3702534220934586, 0.37506917092542563, 0.378022585999284, 0.38501228901150775, 0.368017578125, 0.37091341068493594]"
141,1410,"[0.38370928128231646, 0.3731336048089975, 0.38514256158272453, 0.3795221622320649, 0.3901796678084405, 0.3695234093443444, 0.38946059029741037, 0.3852131905061962, 0.38515118703233836, 0.3730503790144009, 0.3746082517527705, 0.3936577718155517, 0.37376365634494796, 0.3922088418330235, 0.3808546400749911, 0.37738349169413743, 0.3752605976372481, 0.3802101859337106, 0.36817021551584866, 0.37602197447083535]"
142,1420,"[0.3859041016753322, 0.3718269631911684, 0.3866852796765187, 0.39084795274705875, 0.39782755190450214, 0.372636815920398, 0.37889973038901015, 0.3978724087029074, 0.3753971565197856, 0.36708962286850927, 0.3844808216979618, 0.36984323101362304, 0.37815584624026966, 0.38677020327616357, 0.37480143129924104, 0.39153456132469033, 0.37899396894649046, 0.4007155348061157, 0.38240675354689607, 0.3797519136030297]"
143,1430,"[0.38605184748490307, 0.3910071541243766, 0.3825769647523743, 0.3741989989479389, 0.38258541560428355, 0.38386366534880756, 0.3881745614454376, 0.37629473818402015, 0.3846399031029372, 0.3861010628973914, 0.388152444076222, 0.3819485381980403, 0.3817903596021423, 0.3812012107694759, 0.3844670406732118, 0.39101410021508803, 0.37679704185394153, 0.37069556210660504, 0.3727198865718246, 0.38190970784082584]"
144,1440,"[0.4089722288155708, 0.38488907161719826, 0.38751641951667276, 0.38252421039306284, 0.38539094650205763, 0.3803886813952016, 0.40088621617344516, 0.3798201734945862, 0.37156239121491186, 0.38895218203107695, 0.37147965318650716, 0.38619140285095005, 0.38822022237335313, 0.386932924031204, 0.39154309949201627, 0.37729847770357944, 0.3874638013704049, 0.38689977058777, 0.37859222686416, 0.3903508077915091]"
145,1450,"[0.38044623343134326, 0.3779579522956538, 0.38606639839034207, 0.3840470351506005, 0.38807682635483465, 0.3661721721092498, 0.38481967470731515, 0.39581925343811397, 0.39861117657224554, 0.38013607152396967, 0.38149253731343286, 0.3862954291909558, 0.3925743196530702, 0.38005971087366436, 0.39595153153436324, 0.37653622505107653, 0.3805137233942214, 0.40062853551225647, 0.38563549801235014, 0.37736086232362276]"
146,1460,"[0.3896874073380464, 0.39941322430125314, 0.40052454102660173, 0.38987017850455624, 0.37755723046673845, 0.3800945943836536, 0.3992881562309746, 0.4087510341705562, 0.3802821297047625, 0.3926157208648817, 0.3916036969961906, 0.3955059686354061, 0.38095238095238093, 0.396403427982704, 0.3801111180473188, 0.3946374504479196, 0.3837174825611336, 0.38965377290749587, 0.39851067815661295, 0.40286534739996255]"
147,1470,"[0.40206153607688133, 0.3898139534883721, 0.3801640081228976, 0.3803810321040475, 0.39597117843030916, 0.405419650885189, 0.39933343667648424, 0.38638618465926705, 0.3952093023255814, 0.3883970791150525, 0.3958459273037278, 0.3944937062069821, 0.4083068578070515, 0.39732142857142855, 0.37289186507936506, 0.37814253386651786, 0.40002480774001486, 0.38158588395819765, 0.3802755777367907, 0.37428133087449056]"
148,1480,"[0.3898717415738987, 0.3941423753868896, 0.3777959083142193, 0.3938203718250851, 0.4040480221640757, 0.3872552038428378, 0.39657190377922197, 0.3932393932393932, 0.3879567773912508, 0.3824430654574011, 0.37775964528743416, 0.4062326784504527, 0.38642872540264217, 0.39321673799919943, 0.37155483016659996, 0.3878468693215067, 0.38642872540264217, 0.39797410674425404, 0.3864304514460743, 0.4020509030440205]"
149,1490,"[0.38388364659641827, 0.3772903857330764, 0.39619065089119204, 0.3798235015218023, 0.4000734135784531, 0.3853131022668176, 0.40278308739200247, 0.386651376146789, 0.3881242927485702, 0.3960697354335525, 0.3958145298230048, 0.3966814497629607, 0.394537641643601, 0.3980849827158983, 0.3952648966107916, 0.39597510436896916, 0.3872417852938028, 0.39098054807927574, 0.38323875369013566, 0.4040294329116248]"
150,1500,"[0.38657083814501914, 0.38672397035597134, 0.3921416746404216, 0.39070262058488414, 0.3892662320888605, 0.3978853983107492, 0.39183276616431695, 0.39739675885846204, 0.393861581706298, 0.40187469615945554, 0.3966669704979795, 0.3966240238232702, 0.3820378390699795, 0.38472639990277396, 0.3965124403803506, 0.39342195214584125, 0.39400704695947997, 0.3966122293961261, 0.39657844358686073, 0.4091896737726589]"
151,1510,"[0.40518256772673733, 0.3980227907327749, 0.38802704252557874, 0.40860182600166, 0.406071304636461, 0.39999698240743536, 0.3840105047090075, 0.40070921985815605, 0.405407852249751, 0.3938931989011984, 0.4126059801466373, 0.3959455991788555, 0.3953288371882497, 0.3892076337721947, 0.402721827426485, 0.39811656756512026, 0.4092082421314816, 0.4012134200636895, 0.3906691017765233, 0.39875643289416096]"
152,1520,"[0.3920169138264533, 0.4034630087699573, 0.4006204663988969, 0.40055488902219555, 0.39916621678363623, 0.39073910240069576, 0.40965914200917347, 0.3999400344801739, 0.4190371991247265, 0.3955475601529121, 0.3874831359616249, 0.40008996851102113, 0.39216244567660724, 0.409903157137289, 0.40328601196276254, 0.37745414185652365, 0.39924752297153476, 0.41113060165819576, 0.40514888895552825, 0.3932587639067982]"
153,1530,"[0.4032647225283727, 0.40108146757831703, 0.39735838942164514, 0.4024459274265626, 0.40257380321129616, 0.40844441134857395, 0.3921533580588945, 0.402418682235196, 0.3993448968957046, 0.4182844042160424, 0.40257090085795993, 0.39071457287928646, 0.3922406731700052, 0.41119337395164535, 0.3929331884036391, 0.39670602951469036, 0.3855319402451557, 0.3955022712041105, 0.4092235322138859, 0.3842602245986119]"
154,1540,"[0.3979792600482256, 0.40202677712848583, 0.40769356008466173, 0.4042965571320777, 0.40848029352586107, 0.40260182334833056, 0.40439479135839007, 0.3993134164928012, 0.4072161898281014, 0.4017960173979939, 0.4026600387614102, 0.3928169930773327, 0.39482521413672206, 0.39807937024651535, 0.40202432744384264, 0.41102215381883295, 0.3987304311799, 0.4173807515280676, 0.38961807662143566, 0.4077997396141555]"
155,1550,"[0.40448711351573874, 0.4108586378200417, 0.411756921674435, 0.402505550735932, 0.4088823529411765, 0.4017702237774576, 0.41544771621363363, 0.4113911023552589, 0.4058026397013434, 0.4071843091162859, 0.38983025938717025, 0.40635335969541503, 0.3974890476610508, 0.40376953498287244, 0.4114447025612374, 0.40643330736096206, 0.40571016921742453, 0.40128436861673206, 0.3948029806434545, 0.40900405667587747]"
156,1560,"[0.4038211536495231, 0.41730822608212936, 0.3956419506068262, 0.4011364632329311, 0.40701411001723586, 0.40508751935945764, 0.40257634842045303, 0.41713066479606004, 0.40572279917619736, 0.4109114811568799, 0.40424879096474436, 0.3999269593163392, 0.4062687133947741, 0.40264045682239713, 0.41642318705078013, 0.4078266966607263, 0.4044625516566639, 0.40508400292184077, 0.41537135511015016, 0.40125657510227936]"
157,1570,"[0.4152939639783464, 0.4107842852579924, 0.3916798513637089, 0.4108195198420762, 0.4089563071563362, 0.40713332172499855, 0.39930621072035066, 0.3942257446437903, 0.4075326560232221, 0.40845295287304606, 0.4069031583836507, 0.3896034142376031, 0.40961669641950044, 0.3835093726423307, 0.42286593330043826, 0.41143429417399635, 0.41395024817857246, 0.4087781938517809, 0.40688423681077784, 0.3994399628576403]"
158,1580,"[0.40123438987108123, 0.41887565260030574, 0.41641797500108124, 0.40059411366028813, 0.41149408710700897, 0.4081826831588963, 0.4012833453496756, 0.40365781540724927, 0.4201439471520676, 0.4007065099848605, 0.40255807581940617, 0.41959262571766537, 0.4048745312950678, 0.41391444806599553, 0.41019280965634597, 0.4156747319972875, 0.4054864857068682, 0.4057908321437326, 0.39696572013671566, 0.4200871095214745]"
159,1590,"[0.4012095329540406, 0.4057032313534427, 0.40748011750376156, 0.404366023564487, 0.4257974835917572, 0.4095349969916626, 0.41456077015643805, 0.42251200114637816, 0.41757769403808404, 0.4176400613417798, 0.41320454578024907, 0.3923645955787482, 0.4189152396646844, 0.41760635020704084, 0.4150886598529264, 0.4149299085514434, 0.3994267287710498, 0.4081656058260221, 0.40494103148331256, 0.4168828748763671]"
160,1600,"[0.41315737023433274, 0.4262313762356494, 0.41182418959721984, 0.40557557799968663, 0.41481618642015755, 0.40247775008899966, 0.4085995470924188, 0.4194641382648558, 0.422213043540186, 0.4068380938813306, 0.4198142767618071, 0.4142639499950166, 0.40055567428937805, 0.4005923310219134, 0.4161931211279641, 0.42618749288073815, 0.4127651088922757, 0.40731822003106255, 0.4080118483074864, 0.41113484265983197]"
161,1610,"[0.4090851163251724, 0.4160827777541863, 0.4124656797531773, 0.4112068843502753, 0.4153998584571833, 0.4197967675280931, 0.4216761737604212, 0.4123366972866626, 0.4122692786773865, 0.4199034964837062, 0.4143718336965443, 0.4193311074642069, 0.4203776576168502, 0.4210064406539741, 0.4247286722983968, 0.4136657040937659, 0.4242256950342563, 0.4042881403906029, 0.42226215914075876, 0.4172799320690631]"
162,1620,"[0.4356903683277526, 0.4147624203732088, 0.4190840446025563, 0.4191089610170445, 0.42631556725261427, 0.42098153984691583, 0.41727144866385374, 0.40540578548425654, 0.41479190101237345, 0.4178671918964547, 0.42645776490112797, 0.4216248909893943, 0.42210313106591274, 0.419663830086504, 0.406209118147674, 0.4055065490510559, 0.41652485760495045, 0.4111167384147886, 0.43376341967891263, 0.41288789527706304]"
163,1630,"[0.41956907761356804, 0.4132863514968469, 0.4127918355934573, 0.4184408068551938, 0.4085735857498392, 0.41265957298060657, 0.4214036068782329, 0.41640224213366134, 0.4158746575725387, 0.4231720783305145, 0.41640682895454356, 0.41343694531020697, 0.42440299759521277, 0.4181815639333259, 0.42257360959651036, 0.40738049659759384, 0.41400374626072856, 0.40303055718639047, 0.4098362947533237, 0.4219468878043323]"
164,1640,"[0.430006530408081, 0.42967316991829246, 0.4257234548005724, 0.4091698506425842, 0.41576498367942216, 0.4242672707311311, 0.4156300815832997, 0.4126571726293852, 0.41327033974848887, 0.4281151047164046, 0.42834509978320084, 0.4141634479117459, 0.4182379013769435, 0.429940951719347, 0.41999138422200916, 0.43048317838829364, 0.41215042858532114, 0.4134237325812412, 0.4224115170295846, 0.4182843961480205]"
165,1650,"[0.41502735259987844, 0.43138934165814846, 0.42345677307070734, 0.41697284455371697, 0.4204558011049724, 0.4356117094725214, 0.4144893111638955, 0.43871350843759493, 0.42059095743946073, 0.4284708124456229, 0.4229637712186296, 0.4228931304035577, 0.4278630329986049, 0.41211476858499946, 0.42293882060488885, 0.41860529331363644, 0.41336408075340386, 0.41209686326485534, 0.4252424234052546, 0.4168945987014781]"
166,1660,"[0.4300210081148993, 0.4095808218801917, 0.4361163342895181, 0.42698094558234034, 0.43410735619241175, 0.42410518225735616, 0.4173097520116442, 0.4145370700776811, 0.43483631871525635, 0.42458307597282274, 0.4173381838149495, 0.4184032067649562, 0.41857401613699985, 0.4264665494891794, 0.4228868696296703, 0.41254872892988526, 0.42992515278445376, 0.43245988497385146, 0.41796515698576353, 0.42317511735800367]"
167,1670,"[0.4228067064103788, 0.43400783200753185, 0.42271753809218515, 0.4185250351214589, 0.4166621186486929, 0.4197893070603968, 0.43162404824932454, 0.4280295277470766, 0.42318714008897135, 0.42674924627914274, 0.42378918350915024, 0.42985221271543783, 0.41963432937644973, 0.4316680316680317, 0.421467754701018, 0.43449894903502306, 0.42208846852011084, 0.42221221794766856, 0.42422877422877425, 0.4172692297197741]"
168,1680,"[0.4208741879924597, 0.4098961017822749, 0.4188551275094954, 0.4308401708822133, 0.4229433470805296, 0.43428137418453566, 0.42868766866922525, 0.4344718137919809, 0.4236924913194444, 0.41366687004270897, 0.4426476373946901, 0.43084998169019817, 0.4339773574672903, 0.4227122919803068, 0.4367370191525148, 0.41723057729078805, 0.4223150811309492, 0.42680462700532945, 0.4254551374230133, 0.43502556660201547]"
169,1690,"[0.418796850563555, 0.4293534686172723, 0.4293881293314996, 0.4337620665480235, 0.4188994215288359, 0.42401025156808525, 0.43339761830908036, 0.41811414392059554, 0.4348793312660105, 0.4116893622758528, 0.4324892808025241, 0.42995846593667403, 0.42759921838151066, 0.42246133516713186, 0.4283633224527233, 0.4347861265440423, 0.4265409873646453, 0.4207283366366002, 0.4388339827686168, 0.4234846645625961]"
170,1700,"[0.4357108394982309, 0.4345687286374908, 0.43869765196518845, 0.42390896418614626, 0.43499544015878977, 0.4426807523695888, 0.43440139428877866, 0.42985054621003954, 0.4293221793221793, 0.4417925248924566, 0.4375770570892522, 0.42472657087711774, 0.4234037420254115, 0.42983161733161734, 0.4363346335840002, 0.4357225185622001, 0.43396125226251925, 0.4280372078061334, 0.4222552803688217, 0.4321454428445016]"
171,1710,"[0.42325736372117817, 0.4340836441129462, 0.4295558754531883, 0.43095682302771854, 0.44019871607042965, 0.42564389548440396, 0.4331148239933914, 0.42680667901547154, 0.432767006462789, 0.44597891144673873, 0.4203512699554916, 0.42498134527235903, 0.44957747980700025, 0.42679920583101255, 0.4414653322850175, 0.4423264060146367, 0.4368379678360625, 0.42756405129435604, 0.43785145110998586, 0.4367572608579803]"
172,1720,"[0.4283821561535302, 0.42134548634111446, 0.4404807654082133, 0.4385060745372885, 0.43827831063536643, 0.4272223988133079, 0.4225611533670792, 0.43007206061569436, 0.4324911564806105, 0.43308390172836236, 0.44814657799210406, 0.435904910820767, 0.4366594676241835, 0.4260105727572638, 0.43359525103022434, 0.43825688316506345, 0.4272320364435734, 0.4407639431545766, 0.4342521823215397, 0.4330660658670731]"
173,1730,"[0.43410811878580363, 0.43508785795200083, 0.43695907049044275, 0.42430546412113235, 0.432195687395445, 0.4362493907499374, 0.42876145822358025, 0.4334970828010378, 0.4397465786804705, 0.4293355114085472, 0.43646728898134374, 0.43736749930869206, 0.4369772251274418, 0.44958442550613154, 0.4334746990490741, 0.42528084708485336, 0.42748946259220233, 0.42978734617512976, 0.44620165654916316, 0.43747448811640005]"
174,1740,"[0.43443352979698757, 0.4320431571780234, 0.4286612193588938, 0.43844280326838464, 0.4314216097254244, 0.4440268210272663, 0.4327140855949622, 0.43151277013752454, 0.43830143948026773, 0.4395574178342281, 0.4344488833584387, 0.4417852607323811, 0.4389390962671906, 0.43667304215683705, 0.4482374816677142, 0.4264786741025842, 0.4273422562141491, 0.44286238243692855, 0.4356238626991504, 0.44471371120921155]"
175,1750,"[0.4231330259696283, 0.4415888763035582, 0.4375480124474304, 0.43590711969474, 0.4370060800166647, 0.439319155586232, 0.43765052006717264, 0.44844287053431936, 0.4455324357405141, 0.4385402828787997, 0.4346744791666667, 0.4399901046820478, 0.43449102108319987, 0.43879026270888416, 0.4420893656910738, 0.4427433213560381, 0.4363565336284914, 0.44790324050566993, 0.43995938716269867, 0.435785252028074]"
176,1760,"[0.43742717315311114, 0.43685573685573686, 0.44591479994820665, 0.4396893203883495, 0.44071901265265423, 0.4368000621447714, 0.4362689872188338, 0.44062637618837913, 0.4403650721729562, 0.4315921686434972, 0.4403195732117885, 0.43614114600194237, 0.4362377006732263, 0.44815088087194027, 0.43402917081882775, 0.44290191406148827, 0.4391891891891892, 0.4417285932523756, 0.4344960638077481, 0.45113142087821045]"
177,1770,"[0.44728845856723487, 0.4321481901034962, 0.4479944390093198, 0.450174431328124, 0.44579274491384746, 0.4501017018975772, 0.42990257274868404, 0.4347910042352699, 0.44125823723228996, 0.4426246394725999, 0.4389584647265519, 0.44072705739994594, 0.4388551269506103, 0.43382939828522876, 0.4400921658986175, 0.4393562922433215, 0.4579363444404388, 0.4413813527677272, 0.44121091990269395, 0.43086688382752447]"
178,1780,"[0.4430590404014543, 0.4476924258325441, 0.43917802957557134, 0.43584951549519335, 0.4407261368291684, 0.43680632896808635, 0.4452582784849028, 0.4364010953855604, 0.43748079483765234, 0.4482802776141573, 0.44166613346983175, 0.44318850969046825, 0.44019714523459, 0.45078450208133203, 0.4435894809617699, 0.4487463362813736, 0.4560662494080303, 0.44814696281123984, 0.4443207269469508, 0.4413873454024019]"
179,1790,"[0.4417695735200509, 0.43619052468114355, 0.44399460188933876, 0.4513567174056916, 0.46521694846200856, 0.4411094563460241, 0.449512893982808, 0.4389694369836683, 0.4411577527174605, 0.44287296474991406, 0.4452195165417075, 0.4474461099941465, 0.4411873320684078, 0.45065115272491185, 0.44182494017006974, 0.45741782722713037, 0.44910065302901075, 0.45024505123798614, 0.4450314433383405, 0.4406074183447468]"
180,1800,"[0.44991773193266676, 0.45208167191989773, 0.45046002758899983, 0.451395657953035, 0.4564372110695966, 0.44260032915558933, 0.4386353566681436, 0.4490320456818729, 0.44433194537607734, 0.44530102790014686, 0.45690375509583975, 0.4390580489966449, 0.4531471541421916, 0.44591326369104145, 0.4465890393621061, 0.4481850524796475, 0.4470576321818711, 0.44927150976594643, 0.445434749582215, 0.43985919238220655]"
181,1810,"[0.4508917894948834, 0.44946932403338913, 0.44801148166333044, 0.45502838656075734, 0.462951769298577, 0.43917055912976694, 0.43545849329724967, 0.4617543771319244, 0.44607151850919163, 0.4489813905466999, 0.44615675165250235, 0.4550273210283786, 0.43635310997558335, 0.4524375967674937, 0.45445732774357617, 0.45498967306432925, 0.4363897317100807, 0.4562477176280962, 0.443898938781676, 0.4489461889053962]"
182,1820,"[0.44474218026095014, 0.45261722122808556, 0.4548026488739782, 0.44059096031050454, 0.446458320285589, 0.4460039816194423, 0.4463174241380606, 0.450834554174023, 0.44853622498810447, 0.45482881642360895, 0.442308173738891, 0.4494109103657239, 0.4437754271765663, 0.4460313685238268, 0.4394866979655712, 0.4614180524944901, 0.45324452568452417, 0.44387691229124415, 0.4426516792048968, 0.4497401540291779]"
183,1830,"[0.46546464281711886, 0.44955236518036135, 0.45673585774944275, 0.4660409301399193, 0.45225905302888747, 0.4515851866610216, 0.45774718024051986, 0.44555959555710517, 0.45609294448733595, 0.45599242773342635, 0.4337388402584951, 0.44800577782758666, 0.45060144945583147, 0.4528182078513889, 0.4683177069714741, 0.45280199252801995, 0.4533887754593895, 0.44635807773253133, 0.4577366572858815, 0.4407845579078456]"
184,1840,"[0.45905151064883604, 0.4499467386726782, 0.4617946781243422, 0.44995975979694175, 0.4497231272375903, 0.4487109636197033, 0.45473462562705147, 0.4584545668404175, 0.45472777241328083, 0.4491428854538248, 0.4459497950439015, 0.4537227325624582, 0.46171371966319963, 0.4542202527571823, 0.4595853253734301, 0.449312150967694, 0.4531609835822004, 0.44757954686145845, 0.4611155141668318, 0.4612488544324177]"
185,1850,"[0.45389380857955736, 0.45322260691711536, 0.4501194669556864, 0.45386235695544525, 0.44412416851441244, 0.4516276033648221, 0.4545398569018386, 0.46400847729120975, 0.4518652671003351, 0.4457213948733109, 0.4400216759446278, 0.44083266613290634, 0.4554022422077122, 0.45480302545024515, 0.4610050498829905, 0.44953812045818453, 0.46418143964126, 0.44954670871107605, 0.4414058169185853, 0.45734629266910576]"
186,1860,"[0.4536501714845664, 0.4605424343394747, 0.46168547171891655, 0.45153861230889847, 0.4611342479176874, 0.44760119572674706, 0.4591015447941295, 0.44815590587831794, 0.46422533140574845, 0.45883505849206835, 0.46600110246830406, 0.4574780776955861, 0.45408107015545185, 0.46068475531328473, 0.4589836571680592, 0.4505149967544794, 0.4605050455569707, 0.4623085406200221, 0.4589641824685188, 0.4520005880479259]"
187,1870,"[0.4565667641325536, 0.4516750143189656, 0.45059524534831297, 0.4652010188040021, 0.4619376530351204, 0.45807835775410194, 0.462485074445013, 0.4591989667231232, 0.459734691142972, 0.46451156953295397, 0.45651617620179125, 0.45025157462568377, 0.4516309844395433, 0.4575533781807546, 0.4555246868450553, 0.45171392710478536, 0.45586639848845006, 0.46669428435660937, 0.4858149114041288, 0.4542651342490463]"
188,1880,"[0.4476296682384029, 0.45944078827764245, 0.4632727272727273, 0.4600937829421672, 0.46463422025577306, 0.45521103541904046, 0.4578727942602288, 0.44595298995066246, 0.47218551877128967, 0.45471185783208473, 0.46195797076859685, 0.4631725642268541, 0.4542325220595365, 0.46423290427362857, 0.4488024823038883, 0.47263603195190246, 0.45773785713419884, 0.4589069316529326, 0.4557192216766685, 0.4599180665648559]"
189,1890,"[0.46547629094679477, 0.46125465703709956, 0.46368998082281, 0.45595167765815076, 0.4564328860274171, 0.45267003460374494, 0.44738872546655734, 0.4611573834118824, 0.46022925882622373, 0.46745369477136794, 0.46122419465635056, 0.45121980618099417, 0.4563728445677077, 0.4595731854352544, 0.4576040310526062, 0.4601494696239151, 0.46114608204905577, 0.45655031048411404, 0.46439124404510645, 0.45958067588584933]"
190,1900,"[0.4597315033652058, 0.44611399585077166, 0.4677258828466934, 0.4619545661717082, 0.45972337184054896, 0.45766980046047584, 0.45348795375778, 0.4609353458094062, 0.468861305990286, 0.4692736760031188, 0.4708281354956338, 0.45094135987528483, 0.46022413668978424, 0.46305932569181335, 0.4623614642805738, 0.4620042204210829, 0.46135494467289273, 0.45919725623283647, 0.46616532335444255, 0.463905410590944]"
191,1910,"[0.4667326921700117, 0.46570405727923625, 0.4538753309954913, 0.4567743628901403, 0.4577735353776399, 0.4690265486725664, 0.4600114525672838, 0.4578735789862938, 0.4650294156254848, 0.4567432758168063, 0.46981051023817477, 0.45840142180660093, 0.4626571858073445, 0.45529086004821806, 0.46725125268432355, 0.46154396764611144, 0.4647628590514362, 0.4719859721112211, 0.452256509391184, 0.47106107407363235]"
192,1920,"[0.46077803095034653, 0.47494305239179957, 0.4727999715245067, 0.4628082500652695, 0.47174916630074887, 0.4639428496837508, 0.470152619211507, 0.46706380756861954, 0.4597529281925309, 0.4521974563893078, 0.46336370539104027, 0.4683542801533331, 0.4628651465334077, 0.46330291559373926, 0.46498848774003654, 0.4664150316324229, 0.46334805108484073, 0.459769842211413, 0.4622295541129138, 0.4665044510385757]"
193,1930,"[0.45498458740300696, 0.4659612909320643, 0.4656544428439869, 0.4614676408446548, 0.47223960978375124, 0.4671672451654034, 0.48315999480574673, 0.4629402177764131, 0.46937498524237914, 0.4618610034961731, 0.46411031356252364, 0.4687916888023139, 0.47019499923228647, 0.46870719380284354, 0.469221505985691, 0.47334002242814144, 0.4665155111536236, 0.4662014570271451, 0.47135607222943465, 0.4625947528750561]"
194,1940,"[0.4673206837807672, 0.4632796898860566, 0.4667903612194091, 0.46381764374295376, 0.4719514200474524, 0.4611381922828449, 0.45941659519977446, 0.4726130358191427, 0.4755511704664247, 0.4580068373256893, 0.4606674262624364, 0.47453766218516996, 0.47135187208496343, 0.4668522237489577, 0.47034221872393417, 0.4770786596037069, 0.4663166179182671, 0.4724476970245157, 0.47761895253644043, 0.4759795570698467]"
195,1950,"[0.467019548731611, 0.47925114816935643, 0.4617730927449514, 0.458263704673203, 0.47981391869462564, 0.4649918205188128, 0.4735052124725352, 0.4645664692621275, 0.46493011732809797, 0.47197971085632806, 0.4642673461754255, 0.47471512884941275, 0.46709988078820036, 0.4618558387975268, 0.46178291856525294, 0.4709053488317702, 0.4730290456431535, 0.48025377982380296, 0.475594507741747, 0.4696252672906369]"
196,1960,"[0.47982417377956604, 0.4687954062002348, 0.4763698072854918, 0.4675788152143588, 0.48042828743155425, 0.46923327364479894, 0.47135135135135137, 0.47886292291594, 0.471310332000372, 0.4692843277423254, 0.45900362655756, 0.46570359351029705, 0.47633768769466783, 0.47340159695022027, 0.45688212043710763, 0.47074282524768596, 0.4747518192174459, 0.4685817919713545, 0.47180888165542895, 0.4691158518862989]"
197,1970,"[0.4763458023920235, 0.46523333989053334, 0.4673313362402989, 0.47507083791129356, 0.47994864261506254, 0.47237936579553214, 0.4682844452669566, 0.4688775569200171, 0.4694420352703093, 0.4753872673214637, 0.4806282238105151, 0.47290982279183824, 0.47533227683374013, 0.4743598639927833, 0.4684864958649008, 0.470284028460693, 0.4667615180853894, 0.47649500988770804, 0.4643484897543827, 0.47037593984962406]"
198,1980,"[0.4825256907444274, 0.46946266252445057, 0.48421101086356105, 0.48201438848920863, 0.4655142649986765, 0.4862031667126945, 0.4716069271043093, 0.4835524044105799, 0.47914005225057255, 0.4603936464088398, 0.47494706315595653, 0.47957845325479187, 0.47445515844705777, 0.48697763813601264, 0.47807022591522713, 0.4730064103301838, 0.4830647018190191, 0.47460807108819264, 0.4857280916715563, 0.4745907014738199]"
199,1990,"[0.4802574320919793, 0.4745032922988835, 0.4803343447644129, 0.4801044302710378, 0.46715679538271265, 0.48223710573015055, 0.46308701776083, 0.47954615710474796, 0.4770319639932659, 0.48009987286825256, 0.4710605592018602, 0.4751838024781842, 0.46950905280516714, 0.4816193311956024, 0.4651074893197879, 0.47860742098030234, 0.4717747936486131, 0.4685635770309727, 0.4760754042787118, 0.4847617193316001]"
